"","entrezgene_id","ensembl_gene_id","hgnc_symbol","ensembl_transcript_id"
"1473",84078,"ENSG00000120696","KBTBD7","ENST00000379483"
"1474",89890,"ENSG00000165572","KBTBD6","ENST00000379485"
"1475",11193,"ENSG00000120688","WBP4","ENST00000379487"
"1476",55003,"ENSG00000111845","PAK1IP1","ENST00000379568"
"1477",1964,"ENSG00000173674","EIF1AX","ENST00000379593"
"1478",55521,"ENSG00000152503","TRIM36","ENST00000379617"
"1479",2683,"ENSG00000086062","B4GALT1","ENST00000379731"
"1480",1059,"ENSG00000125817","CENPB","ENST00000379751"
"1481",122011,"ENSG00000180138","CSNK1A1L","ENST00000379800"
"1482",54840,"ENSG00000137074","APTX","ENST00000379813"
"1483",6422,"ENSG00000104332","SFRP1","ENST00000379845"
"1484",10210,"ENSG00000197579","TOPORS","ENST00000379858"
"1485",9201,"ENSG00000133083","DCLK1","ENST00000379892"
"1486",203228,"ENSG00000147894","C9orf72","ENST00000379995"
"1487",65992,"ENSG00000198171","DDRGK1","ENST00000380201"
"1488",26240,"ENSG00000145945","FAM50B","ENST00000380274"
"1489",63027,"ENSG00000137266","SLC22A23","ENST00000380298"
"1490",64949,"ENSG00000125901","MRPS26","ENST00000380325"
"1491",340591,"ENSG00000290746","","ENST00000380331"
"1492",10184,"ENSG00000145685","LHFPL2","ENST00000380345"
"1493",6194,"ENSG00000137154","RPS6","ENST00000380381"
"1494",55667,"ENSG00000137145","DENND4C","ENST00000380424"
"1495",10670,"ENSG00000155876","RRAGA","ENST00000380527"
"1496",57659,"ENSG00000174282","ZBTB4","ENST00000380599"
"1497",56265,"ENSG00000088882","CPXM1","ENST00000380605"
"1498",6456,"ENSG00000107295","SH3GL2","ENST00000380607"
"1499",7114,"ENSG00000205542","TMSB4X","ENST00000380633"
"1500",5412,"ENSG00000122042","UBL3","ENST00000380680"
"1501",5272,"ENSG00000170542","SERPINB9","ENST00000380698"
"1502",3052,"ENSG00000004961","HCCS","ENST00000380762"
"1503",56897,"ENSG00000124535","WRNIP1","ENST00000380764"
"1504",441272,"ENSG00000214300","SPDYE3","ENST00000380765"
"1505",283537,"ENSG00000139508","SLC46A3","ENST00000380814"
"1506",435,"ENSG00000126522","ASL","ENST00000380839"
"1507",114134,"ENSG00000151229","SLC2A13","ENST00000380858"
"1508",8624,"ENSG00000183527","PSMG1","ENST00000380900"
"1509",25771,"ENSG00000054611","TBC1D22A","ENST00000380995"
"1510",57502,"ENSG00000146938","NLGN4X","ENST00000381093"
"1511",6526,"ENSG00000198743","SLC5A3","ENST00000381151"
"1512",8908,"ENSG00000056998","GYG2","ENST00000381157"
"1513",79003,"ENSG00000167842","MIS12","ENST00000381165"
"1514",85352,"ENSG00000138944","SHISAL1","ENST00000381176"
"1515",4267,"ENSG00000002586","CD99","ENST00000381177"
"1516",348654,"ENSG00000178295","GEN1","ENST00000381254"
"1517",8227,"ENSG00000197976","AKAP17A","ENST00000381261"
"1518",162073,"ENSG00000205730","ITPRIPL2","ENST00000381440"
"1519",3563,"ENSG00000185291","IL3RA","ENST00000381469"
"1520",9145,"ENSG00000100321","SYNGR1","ENST00000381535"
"1521",728118,"ENSG00000184923","NUTM2A","ENST00000381689"
"1522",503693,"ENSG00000205791","LOH12CR2","ENST00000381800"
"1523",344967,"ENSG00000293349","","ENST00000381811"
"1524",403313,"ENSG00000205808","PLPP6","ENST00000381883"
"1525",140809,"ENSG00000271303","SRXN1","ENST00000381962"
"1526",5991,"ENSG00000080298","RFX3","ENST00000381984"
"1527",5345,"ENSG00000167711","SERPINF2","ENST00000382061"
"1528",6649,"ENSG00000109610","SOD3","ENST00000382120"
"1529",55504,"ENSG00000127863","TNFRSF19","ENST00000382263"
"1530",55871,"ENSG00000172785","ZNG1A","ENST00000382393"
"1531",8532,"ENSG00000109625","CPZ","ENST00000382480"
"1532",8867,"ENSG00000159082","SYNJ1","ENST00000382491"
"1533",94031,"ENSG00000170801","HTRA3","ENST00000382512"
"1534",81889,"ENSG00000180185","FAHD1","ENST00000382668"
"1535",85013,"ENSG00000132406","TMEM128","ENST00000382753"
"1536",2706,"ENSG00000165474","GJB2","ENST00000382848"
"1537",321,"ENSG00000034053","APBA2","ENST00000382938"
"1538",27031,"ENSG00000113971","NPHP3","ENST00000383282"
"1539",151636,"ENSG00000163840","DTX3L","ENST00000383661"
"1540",11259,"ENSG00000168386","FILIP1L","ENST00000383694"
"1541",131405,"ENSG00000206557","TRIM71","ENST00000383763"
"1542",692063,"ENSG00000206799","SNORA32","ENST00000384072"
"1543",26870,"ENSG00000207005","RNU1-2","ENST00000384278"
"1544",684959,"ENSG00000207112","SNORA25","ENST00000384384"
"1545",677805,"ENSG00000207145","SNORA18","ENST00000384416"
"1546",26781,"ENSG00000277985","SNORA67","ENST00000384423"
"1547",26778,"ENSG00000207165","SNORA70","ENST00000384436"
"1548",654320,"ENSG00000207304","SNORA8","ENST00000384574"
"1549",103625684,"ENSG00000207357","RNU6-2","ENST00000384627"
"1550",9304,"ENSG00000277194","SNORD22","ENST00000384756"
"1551",26869,"ENSG00000207513","RNU1-3","ENST00000384782"
"1552",2318,"ENSG00000128591","FLNC","ENST00000388853"
"1553",260294,"ENSG00000290831","NSUN5P2","ENST00000388955"
"1554",54785,"ENSG00000196544","BORCS6","ENST00000389017"
"1555",317649,"ENSG00000163412","EIF4E3","ENST00000389826"
"1556",130074,"ENSG00000152102","FAM168B","ENST00000389915"
"1557",10123,"ENSG00000188042","ARL4C","ENST00000390645"
"1558",163126,"ENSG00000176396","EID2","ENST00000390658"
"1559",4166,"ENSG00000183196","CHST6","ENST00000390664"
"1560",127428,"ENSG00000116205","TCEANC2","ENST00000391366"
"1561",441518,"ENSG00000212747","RTL8B","ENST00000391440"
"1562",727800,"ENSG00000212864","RNF208","ENST00000391553"
"1563",55663,"ENSG00000083838","ZNF446","ENST00000391694"
"1564",388566,"ENSG00000197016","ZNF470","ENST00000391709"
"1565",29844,"ENSG00000105619","TFPT","ENST00000391757"
"1566",5518,"ENSG00000105568","PPP2R1A","ENST00000391791"
"1567",3914,"ENSG00000196878","LAMB3","ENST00000391911"
"1568",79760,"ENSG00000142252","GEMIN7","ENST00000391951"
"1569",7673,"ENSG00000159885","ZNF222","ENST00000391960"
"1570",10430,"ENSG00000105677","TMEM147","ENST00000392205"
"1571",53827,"ENSG00000089327","FXYD5","ENST00000392217"
"1572",147991,"ENSG00000178904","DPY19L3","ENST00000392250"
"1573",26002,"ENSG00000079931","MOXD1","ENST00000392401"
"1574",10477,"ENSG00000170035","UBE2E3","ENST00000392415"
"1575",151963,"ENSG00000180611","MB21D2","ENST00000392452"
"1576",135112,"ENSG00000111912","NCOA7","ENST00000392477"
"1577",90135,"ENSG00000184887","BTBD6","ENST00000392553"
"1578",8520,"ENSG00000128708","HAT1","ENST00000392584"
"1579",8936,"ENSG00000112290","WASF1","ENST00000392588"
"1580",55038,"ENSG00000170779","CDCA4","ENST00000392590"
"1581",57129,"ENSG00000136522","MRPL47","ENST00000392659"
"1582",253782,"ENSG00000172292","CERS6","ENST00000392687"
"1583",155435,"ENSG00000184863","RBM33","ENST00000392755"
"1584",22925,"ENSG00000153246","PLA2R1","ENST00000392771"
"1585",130574,"ENSG00000187123","LYPD6","ENST00000392854"
"1586",6001,"ENSG00000148908","RGS10","ENST00000392865"
"1587",57698,"ENSG00000187164","SHTN1","ENST00000392903"
"1588",2840,"ENSG00000144230","GPR17","ENST00000393018"
"1589",10755,"ENSG00000123159","GIPC1","ENST00000393028"
"1590",9719,"ENSG00000197859","ADAMTSL2","ENST00000393060"
"1591",80723,"ENSG00000168917","SLC35G2","ENST00000393079"
"1592",55240,"ENSG00000115107","STEAP3","ENST00000393107"
"1593",22986,"ENSG00000156395","SORCS3","ENST00000393176"
"1594",56944,"ENSG00000116774","OLFML3","ENST00000393300"
"1595",25913,"ENSG00000128513","POT1","ENST00000393329"
"1596",4245,"ENSG00000131446","MGAT1","ENST00000393340"
"1597",4094,"ENSG00000178573","MAF","ENST00000393350"
"1598",57472,"ENSG00000113300","CNOT6","ENST00000393356"
"1599",10745,"ENSG00000116793","PHTF1","ENST00000393357"
"1600",9392,"ENSG00000135966","TGFBRAP1","ENST00000393359"
"1601",23469,"ENSG00000118482","PHF3","ENST00000393387"
"1602",4193,"ENSG00000135679","MDM2","ENST00000393412"
"1603",8945,"ENSG00000166167","BTRC","ENST00000393441"
"1604",857,"ENSG00000105974","CAV1","ENST00000393467"
"1605",51239,"ENSG00000213337","ANKRD39","ENST00000393537"
"1606",3912,"ENSG00000091136","LAMB1","ENST00000393559"
"1607",5029,"ENSG00000175591","P2RY2","ENST00000393596"
"1608",2348,"ENSG00000110195","FOLR1","ENST00000393676"
"1609",10068,"ENSG00000137496","IL18BP","ENST00000393707"
"1610",3386,"ENSG00000105371","ICAM4","ENST00000393717"
"1611",1812,"ENSG00000184845","DRD1","ENST00000393752"
"1612",84287,"ENSG00000171307","ZDHHC16","ENST00000393760"
"1613",2596,"ENSG00000172020","GAP43","ENST00000393780"
"1614",92181,"ENSG00000168246","UBTD2","ENST00000393792"
"1615",28511,"ENSG00000168256","NKIRAS2","ENST00000393879"
"1616",78999,"ENSG00000173621","LRFN4","ENST00000393952"
"1617",79109,"ENSG00000119487","MAPKAP1","ENST00000394063"
"1618",22794,"ENSG00000108349","CASC3","ENST00000394114"
"1619",2273,"ENSG00000022267","FHL1","ENST00000394153"
"1620",23506,"ENSG00000112624","BICRAL","ENST00000394168"
"1621",7026,"ENSG00000185551","NR2F2","ENST00000394171"
"1622",1266,"ENSG00000117519","CNN3","ENST00000394202"
"1623",116224,"ENSG00000187866","PABIR1","ENST00000394264"
"1624",5082,"ENSG00000136940","PDCL","ENST00000394285"
"1625",92399,"ENSG00000148187","MRRF","ENST00000394315"
"1626",5916,"ENSG00000172819","RARG","ENST00000394426"
"1627",11214,"ENSG00000170776","AKAP13","ENST00000394510"
"1628",7368,"ENSG00000174607","UGT8","ENST00000394511"
"1629",100101490,"ENSG00000101898","MCTS2","ENST00000394552"
"1630",5151,"ENSG00000073417","PDE8A","ENST00000394553"
"1631",25873,"ENSG00000130255","RPL36","ENST00000394580"
"1632",7597,"ENSG00000089775","ZBTB25","ENST00000394715"
"1633",310,"ENSG00000138279","ANXA7","ENST00000394847"
"1634",1288,"ENSG00000197565","COL4A6","ENST00000394872"
"1635",389524,"ENSG00000174428","GTF2IRD2B","ENST00000394939"
"1636",9726,"ENSG00000167395","ZNF646","ENST00000394979"
"1637",91368,"ENSG00000237190","CDKN2AIPNL","ENST00000395009"
"1638",1489,"ENSG00000150281","CTF1","ENST00000395019"
"1639",1543,"ENSG00000140465","CYP1A1","ENST00000395048"
"1640",6919,"ENSG00000171703","TCEA2","ENST00000395053"
"1641",286077,"ENSG00000180921","FAM83H","ENST00000395103"
"1642",140685,"ENSG00000130584","ZBTB46","ENST00000395104"
"1643",64582,"ENSG00000181619","GPR135","ENST00000395116"
"1644",1365,"ENSG00000165215","CLDN3","ENST00000395145"
"1645",84277,"ENSG00000176410","DNAJC30","ENST00000395176"
"1646",1302,"ENSG00000204248","COL11A2","ENST00000395194"
"1647",7111,"ENSG00000136842","TMOD1","ENST00000395211"
"1648",7965,"ENSG00000106305","AIMP2","ENST00000395236"
"1649",9807,"ENSG00000176095","IP6K1","ENST00000395238"
"1650",56990,"ENSG00000158985","CDC42SE2","ENST00000395246"
"1651",219790,"ENSG00000182010","RTKN2","ENST00000395260"
"1652",3895,"ENSG00000126777","KTN1","ENST00000395309"
"1653",205,"ENSG00000162433","AK4","ENST00000395334"
"1654",7019,"ENSG00000108064","TFAM","ENST00000395377"
"1655",11130,"ENSG00000122952","ZWINT","ENST00000395405"
"1656",92840,"ENSG00000115255","REEP6","ENST00000395484"
"1657",4753,"ENSG00000184613","NELL2","ENST00000395487"
"1658",2643,"ENSG00000131979","GCH1","ENST00000395521"
"1659",1033,"ENSG00000100526","CDKN3","ENST00000395577"
"1660",26471,"ENSG00000176046","NUPR1","ENST00000395641"
"1661",514,"ENSG00000124172","ATP5F1E","ENST00000395659"
"1662",6470,"ENSG00000176974","SHMT1","ENST00000395682"
"1663",5814,"ENSG00000146676","PURB","ENST00000395699"
"1664",125170,"ENSG00000177427","MIEF2","ENST00000395706"
"1665",79924,"ENSG00000128165","ADM2","ENST00000395738"
"1666",6300,"ENSG00000188130","MAPK12","ENST00000395778"
"1667",50854,"ENSG00000204387","SNHG32","ENST00000395788"
"1668",79172,"ENSG00000138092","CENPO","ENST00000395845"
"1669",79609,"ENSG00000100483","VCPKMT","ENST00000395859"
"1670",7071,"ENSG00000155090","KLF10","ENST00000395884"
"1671",120526,"ENSG00000170946","DNAJC24","ENST00000395949"
"1672",84612,"ENSG00000124171","PARD6B","ENST00000396039"
"1673",367,"ENSG00000169083","AR","ENST00000396044"
"1674",57149,"ENSG00000102897","LYRM1","ENST00000396052"
"1675",10168,"ENSG00000186448","ZNF197","ENST00000396058"
"1676",23175,"ENSG00000134324","LPIN1","ENST00000396097"
"1677",94134,"ENSG00000165322","ARHGAP12","ENST00000396144"
"1678",54807,"ENSG00000083828","ZNF586","ENST00000396150"
"1679",4253,"ENSG00000150527","MIA2","ENST00000396158"
"1680",54704,"ENSG00000164951","PDP1","ENST00000396200"
"1681",4257,"ENSG00000008394","MGST1","ENST00000396209"
"1682",706,"ENSG00000100300","TSPO","ENST00000396265"
"1683",64089,"ENSG00000104497","SNX16","ENST00000396330"
"1684",203068,"ENSG00000196230","TUBB","ENST00000396384"
"1685",79042,"ENSG00000170892","TSEN34","ENST00000396388"
"1686",63916,"ENSG00000062598","ELMO2","ENST00000396391"
"1687",3652,"ENSG00000197429","IPP","ENST00000396478"
"1688",284114,"ENSG00000181284","TMEM102","ENST00000396568"
"1689",10124,"ENSG00000122644","ARL4A","ENST00000396663"
"1690",5862,"ENSG00000104388","RAB2A","ENST00000396696"
"1691",1241,"ENSG00000213903","LTB4R","ENST00000396782"
"1692",6591,"ENSG00000019549","SNAI2","ENST00000396822"
"1693",128486,"ENSG00000197296","FITM2","ENST00000396825"
"1694",25900,"ENSG00000010295","IFFO1","ENST00000396830"
"1695",7569,"ENSG00000147118","ZNF182","ENST00000396965"
"1696",8347,"ENSG00000180596","H2BC4","ENST00000396984"
"1697",5562,"ENSG00000132356","PRKAA1","ENST00000397006"
"1698",3269,"ENSG00000196639","HRH1","ENST00000397056"
"1699",390916,"ENSG00000213965","NUDT19","ENST00000397061"
"1700",5601,"ENSG00000050748","MAPK9","ENST00000397072"
"1701",2852,"ENSG00000164850","GPER1","ENST00000397092"
"1702",339500,"ENSG00000181450","ZNF678","ENST00000397097"
"1703",84310,"ENSG00000146540","C7orf50","ENST00000397100"
"1704",83460,"ENSG00000127774","EMC6","ENST00000397133"
"1705",80760,"ENSG00000123243","ITIH5","ENST00000397145"
"1706",55234,"ENSG00000122692","SMU1","ENST00000397149"
"1707",63905,"ENSG00000101363","MANBAL","ENST00000397151"
"1708",57713,"ENSG00000198879","SFMBT2","ENST00000397167"
"1709",23543,"ENSG00000100320","RBFOX2","ENST00000397305"
"1710",3720,"ENSG00000008083","JARID2","ENST00000397311"
"1711",8407,"ENSG00000158710","TAGLN2","ENST00000397334"
"1712",859,"ENSG00000182533","CAV3","ENST00000397368"
"1713",157570,"ENSG00000171320","ESCO2","ENST00000397418"
"1714",8428,"ENSG00000102572","STK24","ENST00000397517"
"1715",11168,"ENSG00000164985","PSIP1","ENST00000397519"
"1716",56478,"ENSG00000184708","EIF4ENIF1","ENST00000397520"
"1717",80162,"ENSG00000142102","PGGHG","ENST00000397660"
"1718",54059,"ENSG00000182362","YBEY","ENST00000397691"
"1719",161779,"ENSG00000182405","PGBD4","ENST00000397766"
"1720",4771,"ENSG00000186575","NF2","ENST00000397789"
"1721",5025,"ENSG00000135124","P2RX4","ENST00000397924"
"1722",6035,"ENSG00000129538","RNASE1","ENST00000397970"
"1723",283,"ENSG00000214274","ANG","ENST00000397990"
"1724",10818,"ENSG00000166225","FRS2","ENST00000397997"
"1725",11200,"ENSG00000183765","CHEK2","ENST00000398017"
"1726",10389,"ENSG00000102098","SCML2","ENST00000398048"
"1727",8602,"ENSG00000087269","NOP14","ENST00000398071"
"1728",255374,"ENSG00000214309","MBLAC1","ENST00000398075"
"1729",102724560,"ENSG00000274276","","ENST00000398168"
"1730",51253,"ENSG00000116221","MRPL37","ENST00000398219"
"1731",100101267,"ENSG00000272391","POM121C","ENST00000398379"
"1732",1471,"ENSG00000101439","CST3","ENST00000398409"
"1733",49854,"ENSG00000173276","ZBTB21","ENST00000398497"
"1734",220136,"ENSG00000172361","CFAP53","ENST00000398545"
"1735",441155,"ENSG00000214558","ZC3H11C","ENST00000398578"
"1736",56099,"ENSG00000254122","PCDHGB7","ENST00000398594"
"1737",56106,"ENSG00000253846","PCDHGA10","ENST00000398610"
"1738",150962,"ENSG00000162927","PUS10","ENST00000398658"
"1739",8509,"ENSG00000166507","NDST2","ENST00000398701"
"1740",121536,"ENSG00000139154","AEBP2","ENST00000398731"
"1741",57510,"ENSG00000124571","XPO5","ENST00000398799"
"1742",2887,"ENSG00000106070","GRB10","ENST00000398810"
"1743",105371730,"ENSG00000214708","","ENST00000398832"
"1744",150223,"ENSG00000161179","YDJC","ENST00000398873"
"1745",100188893,"ENSG00000214736","TOMM6","ENST00000398881"
"1746",65985,"ENSG00000081760","AACS","ENST00000398953"
"1747",84709,"ENSG00000137463","MGARP","ENST00000398955"
"1748",79184,"ENSG00000185515","BRCC3","ENST00000399026"
"1749",8195,"ENSG00000125863","MKKS","ENST00000399054"
"1750",401152,"ENSG00000164096","C4orf3","ENST00000399075"
"1751",873,"ENSG00000159228","CBR1","ENST00000399191"
"1752",1607,"ENSG00000136267","DGKB","ENST00000399322"
"1753",55508,"ENSG00000175782","SLC35E3","ENST00000399333"
"1754",6453,"ENSG00000205726","ITSN1","ENST00000399338"
"1755",9946,"ENSG00000205758","CRYZL1","ENST00000399442"
"1756",128977,"ENSG00000242259","C22orf39","ENST00000399562"
"1757",54976,"ENSG00000101220","ADISSP","ENST00000399672"
"1758",375704,"ENSG00000168913","ENHO","ENST00000399775"
"1759",134111,"ENSG00000215218","UBE2QL1","ENST00000399816"
"1760",27439,"ENSG00000183307","TMEM121B","ENST00000399875"
"1761",84984,"ENSG00000174007","CEP19","ENST00000399942"
"1762",116159,"ENSG00000166265","CYYR1","ENST00000400043"
"1763",5797,"ENSG00000173482","PTPRM","ENST00000400060"
"1764",140885,"ENSG00000198053","SIRPA","ENST00000400068"
"1765",1525,"ENSG00000154639","CXADR","ENST00000400169"
"1766",29761,"ENSG00000155313","USP25","ENST00000400183"
"1767",140680,"ENSG00000196476","C20orf96","ENST00000400269"
"1768",65018,"ENSG00000158828","PINK1","ENST00000400490"
"1769",343637,"ENSG00000101282","RSPO4","ENST00000400634"
"1770",127707,"ENSG00000179023","KLHDC7A","ENST00000400664"
"1771",100288778,"ENSG00000226210","WASH8P","ENST00000400706"
"1772",23254,"ENSG00000189337","KAZN","ENST00000400798"
"1773",55210,"ENSG00000197785","ATAD3A","ENST00000400830"
"1774",728833,"ENSG00000215784","FAM72D","ENST00000400889"
"1775",10747,"ENSG00000009724","MASP2","ENST00000400898"
"1776",728642,"ENSG00000008128","CDK11A","ENST00000401096"
"1777",29796,"ENSG00000184076","UQCR10","ENST00000401406"
"1778",406,"ENSG00000133794","BMAL1","ENST00000401424"
"1779",5880,"ENSG00000128340","RAC2","ENST00000401529"
"1780",27124,"ENSG00000185133","INPP5J","ENST00000401755"
"1781",1129,"ENSG00000181072","CHRM2","ENST00000401861"
"1782",6183,"ENSG00000128626","MRPS12","ENST00000402029"
"1783",22924,"ENSG00000084764","MAPRE3","ENST00000402218"
"1784",25814,"ENSG00000130638","ATXN10","ENST00000402380"
"1785",56913,"ENSG00000106392","C1GALT1","ENST00000402468"
"1786",56666,"ENSG00000073150","PANX2","ENST00000402472"
"1787",85377,"ENSG00000100139","MICALL1","ENST00000402631"
"1788",6634,"ENSG00000100028","SNRPD3","ENST00000402849"
"1789",4668,"ENSG00000198951","NAGA","ENST00000402937"
"1790",150678,"ENSG00000172428","COPS9","ENST00000403160"
"1791",57026,"ENSG00000241360","PDXP","ENST00000403251"
"1792",100125288,"ENSG00000220201","ZGLP1","ENST00000403352"
"1793",55272,"ENSG00000177971","IMP3","ENST00000403490"
"1794",29799,"ENSG00000100027","YPEL1","ENST00000403503"
"1795",23411,"ENSG00000096717","SIRT1","ENST00000403579"
"1796",63892,"ENSG00000115970","THADA","ENST00000403856"
"1797",10267,"ENSG00000132329","RAMP1","ENST00000403885"
"1798",440854,"ENSG00000214711","CAPN14","ENST00000403897"
"1799",3976,"ENSG00000128342","LIF","ENST00000403987"
"1800",58484,"ENSG00000091106","NLRC4","ENST00000404025"
"1801",57703,"ENSG00000163510","CWC22","ENST00000404136"
"1802",28951,"ENSG00000071575","TRIB2","ENST00000405331"
"1803",285362,"ENSG00000144455","SUMF1","ENST00000405420"
"1804",10411,"ENSG00000079337","RAPGEF3","ENST00000405493"
"1805",219402,"ENSG00000122033","MTIF3","ENST00000405591"
"1806",648791,"ENSG00000219607","PPP1R3G","ENST00000405617"
"1807",1997,"ENSG00000120690","ELF1","ENST00000405737"
"1808",10678,"ENSG00000170340","B3GNT2","ENST00000405767"
"1809",23500,"ENSG00000146122","DAAM2","ENST00000405961"
"1810",7975,"ENSG00000198517","MAFK","ENST00000406174"
"1811",239,"ENSG00000108839","ALOX12","ENST00000406228"
"1812",84133,"ENSG00000183579","ZNRF3","ENST00000406323"
"1813",27129,"ENSG00000173641","HSPB7","ENST00000406363"
"1814",7447,"ENSG00000163032","VSNL1","ENST00000406397"
"1815",140775,"ENSG00000176994","SMCR8","ENST00000406438"
"1816",3382,"ENSG00000003147","ICA1","ENST00000406470"
"1817",1788,"ENSG00000119772","DNMT3A","ENST00000406659"
"1818",23265,"ENSG00000182473","EXOC7","ENST00000406660"
"1819",3053,"ENSG00000099937","SERPIND1","ENST00000406799"
"1820",25817,"ENSG00000219438","TAFA5","ENST00000406880"
"1821",84885,"ENSG00000160446","ZDHHC12","ENST00000406904"
"1822",29960,"ENSG00000122687","MRM2","ENST00000407040"
"1823",140733,"ENSG00000172264","MACROD2","ENST00000407045"
"1824",4192,"ENSG00000110492","MDK","ENST00000407067"
"1825",401265,"ENSG00000124743","KLHL31","ENST00000407079"
"1826",51537,"ENSG00000242114","MTFP1","ENST00000407550"
"1827",114800,"ENSG00000055813","CCDC85A","ENST00000407595"
"1828",50618,"ENSG00000198399","ITSN2","ENST00000407704"
"1829",23764,"ENSG00000185022","MAFF","ENST00000407965"
"1830",23151,"ENSG00000075240","GRAMD4","ENST00000408031"
"1831",441150,"ENSG00000221821","C6orf226","ENST00000408925"
"1832",221786,"ENSG00000221909","FAM200A","ENST00000408938"
"1833",150737,"ENSG00000196659","IFT70B","ENST00000408939"
"1834",200765,"ENSG00000221944","TIGD1","ENST00000408957"
"1835",1052,"ENSG00000221869","CEBPD","ENST00000408965"
"1836",55339,"ENSG00000136709","WDR33","ENST00000408998"
"1837",285190,"ENSG00000196862","RGPD4","ENST00000408999"
"1838",80219,"ENSG00000115520","COQ10B","ENST00000409010"
"1839",151525,"ENSG00000196151","WDSUB1","ENST00000409124"
"1840",84317,"ENSG00000136710","CCDC115","ENST00000409127"
"1841",729967,"ENSG00000188010","MORN2","ENST00000409131"
"1842",51318,"ENSG00000132313","MRPL35","ENST00000409180"
"1843",7247,"ENSG00000211460","TSN","ENST00000409193"
"1844",64881,"ENSG00000280165","PCDH20","ENST00000409204"
"1845",377007,"ENSG00000168427","KLHL30","ENST00000409223"
"1846",55041,"ENSG00000115762","PLEKHB2","ENST00000409279"
"1847",27233,"ENSG00000198075","SULT1C4","ENST00000409309"
"1848",25843,"ENSG00000115540","MOB4","ENST00000409360"
"1849",5534,"ENSG00000221823","PPP3R1","ENST00000409377"
"1850",4796,"ENSG00000160949","TONSL","ENST00000409379"
"1851",79017,"ENSG00000006625","GGCT","ENST00000409436"
"1852",29094,"ENSG00000119862","LGALSL","ENST00000409537"
"1853",79833,"ENSG00000152147","GEMIN6","ENST00000409566"
"1854",653781,"ENSG00000222038","POTEJ","ENST00000409602"
"1855",10169,"ENSG00000140264","SERF2","ENST00000409614"
"1856",72,"ENSG00000163017","ACTG2","ENST00000409624"
"1857",164832,"ENSG00000170500","LONRF2","ENST00000409647"
"1858",80830,"ENSG00000221963","APOL6","ENST00000409652"
"1859",89958,"ENSG00000186193","SAPCD2","ENST00000409687"
"1860",5433,"ENSG00000144231","POLR2D","ENST00000409698"
"1861",8576,"ENSG00000115661","STK16","ENST00000409743"
"1862",255275,"ENSG00000185105","MYADML2","ENST00000409745"
"1863",5861,"ENSG00000138069","RAB1A","ENST00000409751"
"1864",8673,"ENSG00000118640","VAMP8","ENST00000409760"
"1865",51263,"ENSG00000185414","MRPL30","ENST00000409841"
"1866",401115,"ENSG00000243449","C4orf48","ENST00000409860"
"1867",25927,"ENSG00000119865","CNRIP1","ENST00000409862"
"1868",285141,"ENSG00000204334","ERICH2","ENST00000409885"
"1869",9427,"ENSG00000171551","ECEL1","ENST00000409941"
"1870",130888,"ENSG00000153832","FBXO36","ENST00000409992"
"1871",493753,"ENSG00000183513","COA5","ENST00000409997"
"1872",400258,"ENSG00000184601","C14orf180","ENST00000410013"
"1873",388389,"ENSG00000167131","CCDC103","ENST00000410027"
"1874",64978,"ENSG00000204316","MRPL38","ENST00000410030"
"1875",84084,"ENSG00000222014","RAB6C","ENST00000410061"
"1876",284716,"ENSG00000177181","RIMKLA","ENST00000410070"
"1877",80303,"ENSG00000115468","EFHD1","ENST00000410095"
"1878",147906,"ENSG00000197380","DACT3","ENST00000410105"
"1879",22954,"ENSG00000119401","TRIM32","ENST00000411410"
"1880",57700,"ENSG00000151553","FHIP2A","ENST00000411414"
"1881",91392,"ENSG00000196653","ZNF502","ENST00000411443"
"1882",203069,"ENSG00000104679","R3HCC1","ENST00000411463"
"1883",493812,"ENSG00000228223","HCG11","ENST00000411553"
"1884",35,"ENSG00000122971","ACADS","ENST00000411593"
"1885",10902,"ENSG00000112983","BRD8","ENST00000411594"
"1886",6612,"ENSG00000184900","SUMO3","ENST00000411651"
"1887",2776,"ENSG00000156052","GNAQ","ENST00000411677"
"1888",1593,"ENSG00000135929","CYP27A1","ENST00000411688"
"1889",1399,"ENSG00000099942","CRKL","ENST00000411769"
"1890",5984,"ENSG00000163918","RFC4","ENST00000411792"
"1891",3680,"ENSG00000144668","ITGA9","ENST00000411817"
"1892",163059,"ENSG00000197647","ZNF433","ENST00000411841"
"1893",51335,"ENSG00000182768","NGRN","ENST00000411845"
"1894",5683,"ENSG00000106588","PSMA2","ENST00000411875"
"1895",25828,"ENSG00000100348","TXN2","ENST00000411915"
"1896",51691,"ENSG00000128534","LSM8","ENST00000411938"
"1897",8536,"ENSG00000134072","CAMK1","ENST00000411972"
"1898",285368,"ENSG00000163704","PRRT3","ENST00000411976"
"1899",133746,"ENSG00000152409","JMY","ENST00000412001"
"1900",3556,"ENSG00000196083","IL1RAP","ENST00000412080"
"1901",26154,"ENSG00000144452","ABCA12","ENST00000412081"
"1902",7444,"ENSG00000028116","VRK2","ENST00000412104"
"1903",3622,"ENSG00000168556","ING2","ENST00000412117"
"1904",283755,"ENSG00000290376","","ENST00000412154"
"1905",2918,"ENSG00000179603","GRM8","ENST00000412160"
"1906",7273,"ENSG00000155657","TTN","ENST00000412264"
"1907",10170,"ENSG00000073737","DHRS9","ENST00000412271"
"1908",9855,"ENSG00000006607","FARP2","ENST00000412332"
"1909",29072,"ENSG00000181555","SETD2","ENST00000412450"
