"","entrezgene_id","ensembl_gene_id","hgnc_symbol","ensembl_transcript_id"
"6050",148789,"ENSG00000162885","B3GALNT2","ENST00000494378"
"6051",84319,"ENSG00000184220","CMSS1","ENST00000494412"
"6052",7105,"ENSG00000000003","TSPAN6","ENST00000494424"
"6053",9463,"ENSG00000100151","PICK1","ENST00000494434"
"6054",4358,"ENSG00000115204","MPV17","ENST00000494436"
"6055",5581,"ENSG00000171132","PRKCE","ENST00000494472"
"6056",55969,"ENSG00000101084","RAB5IF","ENST00000494506"
"6057",647135,"ENSG00000196369","SRGAP2B","ENST00000494534"
"6058",91179,"ENSG00000244486","SCARF2","ENST00000494535"
"6059",57190,"ENSG00000162430","SELENON","ENST00000494537"
"6060",158160,"ENSG00000290439","HSD17B7P2","ENST00000494540"
"6061",8535,"ENSG00000141582","CBX4","ENST00000494546"
"6062",3833,"ENSG00000237649","KIFC1","ENST00000494554"
"6063",4277,"ENSG00000204516","MICB","ENST00000494577"
"6064",10254,"ENSG00000115145","STAM2","ENST00000494589"
"6065",729857,"ENSG00000185304","RGPD2","ENST00000494592"
"6066",55233,"ENSG00000114978","MOB1A","ENST00000494600"
"6067",55013,"ENSG00000005059","MCUB","ENST00000494604"
"6068",399665,"ENSG00000167106","EEIG1","ENST00000494606"
"6069",54470,"ENSG00000198960","ARMCX6","ENST00000494624"
"6070",11221,"ENSG00000143507","DUSP10","ENST00000494642"
"6071",8662,"ENSG00000106263","EIF3B","ENST00000494658"
"6072",8038,"ENSG00000148848","ADAM12","ENST00000494661"
"6073",5274,"ENSG00000163536","SERPINI1","ENST00000494666"
"6074",9934,"ENSG00000174944","P2RY14","ENST00000494668"
"6075",645683,"ENSG00000293056","","ENST00000494676"
"6076",113402,"ENSG00000198818","SFT2D1","ENST00000494682"
"6077",8863,"ENSG00000049246","PER3","ENST00000494684"
"6078",10912,"ENSG00000130222","GADD45G","ENST00000494726"
"6079",55902,"ENSG00000131069","ACSS2","ENST00000494727"
"6080",123,"ENSG00000147872","PLIN2","ENST00000494753"
"6081",29929,"ENSG00000088035","ALG6","ENST00000494765"
"6082",54923,"ENSG00000203896","LIME1","ENST00000494776"
"6083",114790,"ENSG00000144589","STK11IP","ENST00000494777"
"6084",200014,"ENSG00000154222","CC2D1B","ENST00000494789"
"6085",114805,"ENSG00000144278","GALNT13","ENST00000494805"
"6086",7027,"ENSG00000198176","TFDP1","ENST00000494812"
"6087",7106,"ENSG00000214063","TSPAN4","ENST00000494815"
"6088",55347,"ENSG00000144827","ABHD10","ENST00000494817"
"6089",7942,"ENSG00000112561","TFEB","ENST00000494822"
"6090",11343,"ENSG00000074416","MGLL","ENST00000494830"
"6091",3913,"ENSG00000172037","LAMB2","ENST00000494831"
"6092",80851,"ENSG00000175137","SH3BP5L","ENST00000494837"
"6093",5980,"ENSG00000009413","REV3L","ENST00000494858"
"6094",200728,"ENSG00000186889","TMEM17","ENST00000494919"
"6095",92675,"ENSG00000125821","DTD1","ENST00000494921"
"6096",55970,"ENSG00000172380","GNG12","ENST00000494936"
"6097",63925,"ENSG00000198026","ZNF335","ENST00000494955"
"6098",4648,"ENSG00000169994","MYO7B","ENST00000494959"
"6099",57539,"ENSG00000118965","WDR35","ENST00000494964"
"6100",8508,"ENSG00000184117","NIPSNAP1","ENST00000494966"
"6101",5906,"ENSG00000116473","RAP1A","ENST00000494982"
"6102",3162,"ENSG00000100292","HMOX1","ENST00000494998"
"6103",7707,"ENSG00000163848","ZNF148","ENST00000495019"
"6104",7360,"ENSG00000169764","UGP2","ENST00000495020"
"6105",64395,"ENSG00000087338","GMCL1","ENST00000495047"
"6106",55582,"ENSG00000165115","KIF27","ENST00000495062"
"6107",9238,"ENSG00000136270","TBRG4","ENST00000495078"
"6108",4190,"ENSG00000014641","MDH1","ENST00000495083"
"6109",79885,"ENSG00000163517","HDAC11","ENST00000495099"
"6110",64222,"ENSG00000186283","TOR3A","ENST00000495145"
"6111",213,"ENSG00000163631","ALB","ENST00000495173"
"6112",54918,"ENSG00000091317","CMTM6","ENST00000495177"
"6113",3068,"ENSG00000143321","HDGF","ENST00000495212"
"6114",9064,"ENSG00000142733","MAP3K6","ENST00000495230"
"6115",84524,"ENSG00000144161","ZC3H8","ENST00000495264"
"6116",5211,"ENSG00000141959","PFKL","ENST00000495274"
"6117",5600,"ENSG00000185386","MAPK11","ENST00000495277"
"6118",9887,"ENSG00000116698","SMG7","ENST00000495321"
"6119",5464,"ENSG00000180817","PPA1","ENST00000495346"
"6120",148479,"ENSG00000116273","PHF13","ENST00000495385"
"6121",84077,"ENSG00000131379","C3orf20","ENST00000495387"
"6122",130733,"ENSG00000152154","TMEM178A","ENST00000495402"
"6123",124997,"ENSG00000167716","WDR81","ENST00000495411"
"6124",54965,"ENSG00000163964","PIGX","ENST00000495440"
"6125",285313,"ENSG00000152580","IGSF10","ENST00000495443"
"6126",7378,"ENSG00000183696","UPP1","ENST00000495446"
"6127",9563,"ENSG00000049239","H6PD","ENST00000495451"
"6128",151188,"ENSG00000177917","ARL6IP6","ENST00000495469"
"6129",8888,"ENSG00000160294","MCM3AP","ENST00000495475"
"6130",4580,"ENSG00000173171","MTX1","ENST00000495492"
"6131",5879,"ENSG00000136238","RAC1","ENST00000495499"
"6132",10402,"ENSG00000064225","ST3GAL6","ENST00000495502"
"6133",5002,"ENSG00000110628","SLC22A18","ENST00000495518"
"6134",23341,"ENSG00000116138","DNAJC16","ENST00000495523"
"6135",7431,"ENSG00000026025","VIM","ENST00000495528"
"6136",9205,"ENSG00000132950","ZMYM5","ENST00000495534"
"6137",2181,"ENSG00000123983","ACSL3","ENST00000495541"
"6138",51522,"ENSG00000111843","TMEM14C","ENST00000495549"
"6139",221491,"ENSG00000186577","SMIM29","ENST00000495581"
"6140",55160,"ENSG00000074964","ARHGEF10L","ENST00000495593"
"6141",6801,"ENSG00000115808","STRN","ENST00000495595"
"6142",5000,"ENSG00000115947","ORC4","ENST00000495601"
"6143",10787,"ENSG00000061676","NCKAP1","ENST00000495619"
"6144",10385,"ENSG00000124508","BTN2A2","ENST00000495632"
"6145",54931,"ENSG00000174173","TRMT10C","ENST00000495642"
"6146",6767,"ENSG00000100380","ST13","ENST00000495652"
"6147",2098,"ENSG00000139684","ESD","ENST00000495654"
"6148",26018,"ENSG00000144749","LRIG1","ENST00000495671"
"6149",51646,"ENSG00000119801","YPEL5","ENST00000495673"
"6150",64332,"ENSG00000144802","NFKBIZ","ENST00000495719"
"6151",23008,"ENSG00000128607","KLHDC10","ENST00000495724"
"6152",10201,"ENSG00000172113","NME6","ENST00000495734"
"6153",94056,"ENSG00000169895","SYAP1","ENST00000495743"
"6154",7372,"ENSG00000114491","UMPS","ENST00000495751"
"6155",55245,"ENSG00000101019","UQCC1","ENST00000495752"
"6156",22989,"ENSG00000144821","MYH15","ENST00000495753"
"6157",55129,"ENSG00000160746","ANO10","ENST00000495772"
"6158",92,"ENSG00000121989","ACVR2A","ENST00000495775"
"6159",79746,"ENSG00000134463","ECHDC3","ENST00000495787"
"6160",26275,"ENSG00000198130","HIBCH","ENST00000495792"
"6161",2119,"ENSG00000244405","ETV5","ENST00000495808"
"6162",3181,"ENSG00000122566","HNRNPA2B1","ENST00000495810"
"6163",64078,"ENSG00000197506","SLC28A3","ENST00000495823"
"6164",858,"ENSG00000105971","CAV2","ENST00000495841"
"6165",199857,"ENSG00000172339","ALG14","ENST00000495856"
"6166",6616,"ENSG00000132639","SNAP25","ENST00000495883"
"6167",5532,"ENSG00000107758","PPP3CB","ENST00000495897"
"6168",8527,"ENSG00000077044","DGKD","ENST00000495901"
"6169",84896,"ENSG00000138138","ATAD1","ENST00000495903"
"6170",9374,"ENSG00000221988","PPT2","ENST00000495908"
"6171",23082,"ENSG00000148840","PPRC1","ENST00000495914"
"6172",994,"ENSG00000101224","CDC25B","ENST00000495915"
"6173",3915,"ENSG00000135862","LAMC1","ENST00000495918"
"6174",10186,"ENSG00000183722","LHFPL6","ENST00000495922"
"6175",401399,"ENSG00000224940","PRRT4","ENST00000495931"
"6176",51759,"ENSG00000136819","C9orf78","ENST00000495934"
"6177",1298,"ENSG00000049089","COL9A2","ENST00000495948"
"6178",476,"ENSG00000163399","ATP1A1","ENST00000495965"
"6179",79143,"ENSG00000125505","MBOAT7","ENST00000495968"
"6180",55253,"ENSG00000198874","TYW1","ENST00000495971"
"6181",150274,"ENSG00000100209","HSCB","ENST00000495977"
"6182",2950,"ENSG00000084207","GSTP1","ENST00000495996"
"6183",9468,"ENSG00000102230","PCYT1B","ENST00000496020"
"6184",221937,"ENSG00000164916","FOXK1","ENST00000496023"
"6185",9734,"ENSG00000048052","HDAC9","ENST00000496026"
"6186",51195,"ENSG00000108352","RAPGEFL1","ENST00000496032"
"6187",63827,"ENSG00000132692","BCAN","ENST00000496038"
"6188",4773,"ENSG00000101096","NFATC2","ENST00000496054"
"6189",10446,"ENSG00000170382","LRRN2","ENST00000496057"
"6190",5610,"ENSG00000055332","EIF2AK2","ENST00000496059"
"6191",118672,"ENSG00000179988","PSTK","ENST00000496079"
"6192",254887,"ENSG00000184307","ZDHHC23","ENST00000496083"
"6193",11065,"ENSG00000175063","UBE2C","ENST00000496085"
"6194",7507,"ENSG00000136936","XPA","ENST00000496104"
"6195",57633,"ENSG00000175928","LRRN1","ENST00000496115"
"6196",253714,"ENSG00000146263","MMS22L","ENST00000496119"
"6197",63977,"ENSG00000141956","PRDM15","ENST00000496124"
"6198",54543,"ENSG00000196683","TOMM7","ENST00000496129"
"6199",23171,"ENSG00000152642","GPD1L","ENST00000496151"
"6200",830,"ENSG00000198898","CAPZA2","ENST00000496161"
"6201",119,"ENSG00000075340","ADD2","ENST00000496178"
"6202",11238,"ENSG00000169239","CA5B","ENST00000496188"
"6203",10291,"ENSG00000099995","SF3A1","ENST00000496189"
"6204",2820,"ENSG00000115159","GPD2","ENST00000496190"
"6205",55904,"ENSG00000005483","KMT2E","ENST00000496191"
"6206",192670,"ENSG00000134698","AGO4","ENST00000496257"
"6207",116496,"ENSG00000135842","NIBAN1","ENST00000496299"
"6208",55165,"ENSG00000138180","CEP55","ENST00000496302"
"6209",7342,"ENSG00000153560","UBP1","ENST00000496310"
"6210",54970,"ENSG00000149292","TTC12","ENST00000496311"
"6211",65083,"ENSG00000165271","NOL6","ENST00000496319"
"6212",9962,"ENSG00000089057","SLC23A2","ENST00000496331"
"6213",9797,"ENSG00000157014","TATDN2","ENST00000496355"
"6214",51249,"ENSG00000159596","TMEM69","ENST00000496366"
"6215",1974,"ENSG00000156976","EIF4A2","ENST00000496382"
"6216",85461,"ENSG00000115183","TANC1","ENST00000496406"
"6217",51246,"ENSG00000164054","SHISA5","ENST00000496408"
"6218",84060,"ENSG00000127993","RBM48","ENST00000496410"
"6219",54020,"ENSG00000160190","SLC37A1","ENST00000496416"
"6220",6941,"ENSG00000137310","TCF19","ENST00000496421"
"6221",56731,"ENSG00000125520","SLC2A4RG","ENST00000496425"
"6222",196051,"ENSG00000203805","PLPP4","ENST00000496437"
"6223",10228,"ENSG00000135823","STX6","ENST00000496476"
"6224",54737,"ENSG00000196199","MPHOSPH8","ENST00000496525"
"6225",2335,"ENSG00000115414","FN1","ENST00000496542"
"6226",721,"ENSG00000224389","C4B","ENST00000496560"
"6227",64983,"ENSG00000106591","MRPL32","ENST00000496564"
"6228",3069,"ENSG00000115677","HDLBP","ENST00000496569"
"6229",5396,"ENSG00000116132","PRRX1","ENST00000496573"
"6230",286451,"ENSG00000181704","YIPF6","ENST00000496576"
"6231",4710,"ENSG00000065518","NDUFB4","ENST00000496588"
"6232",331,"ENSG00000101966","XIAP","ENST00000496602"
"6233",4802,"ENSG00000066136","NFYC","ENST00000496608"
"6234",5625,"ENSG00000100033","PRODH","ENST00000496625"
"6235",9191,"ENSG00000158796","DEDD","ENST00000496632"
"6236",84498,"ENSG00000112584","FAM120B","ENST00000496635"
"6237",2617,"ENSG00000106105","GARS1","ENST00000496643"
"6238",1317,"ENSG00000136868","SLC31A1","ENST00000496650"
"6239",10922,"ENSG00000164896","FASTK","ENST00000496663"
"6240",10432,"ENSG00000239306","RBM14","ENST00000496694"
"6241",5226,"ENSG00000142657","PGD","ENST00000496718"
"6242",7332,"ENSG00000185651","UBE2L3","ENST00000496722"
"6243",57498,"ENSG00000134313","KIDINS220","ENST00000496725"
"6244",10587,"ENSG00000184470","TXNRD2","ENST00000496729"
"6245",64802,"ENSG00000173614","NMNAT1","ENST00000496751"
"6246",2845,"ENSG00000172209","GPR22","ENST00000496754"
"6247",5239,"ENSG00000154330","PGM5","ENST00000496758"
"6248",84991,"ENSG00000134453","RBM17","ENST00000496762"
"6249",64121,"ENSG00000116954","RRAGC","ENST00000496778"
"6250",9619,"ENSG00000160179","ABCG1","ENST00000496783"
"6251",222234,"ENSG00000222011","FAM185A","ENST00000496790"
"6252",11112,"ENSG00000106049","HIBADH","ENST00000496814"
"6253",6787,"ENSG00000114904","NEK4","ENST00000496822"
"6254",604,"ENSG00000113916","BCL6","ENST00000496823"
"6255",9632,"ENSG00000176986","SEC24C","ENST00000496827"
"6256",3615,"ENSG00000178035","IMPDH2","ENST00000496837"
"6257",51765,"ENSG00000134602","STK26","ENST00000496850"
"6258",152185,"ENSG00000163611","SPICE1","ENST00000496859"
"6259",51622,"ENSG00000122674","CCZ1","ENST00000496860"
"6260",8664,"ENSG00000100353","EIF3D","ENST00000496875"
"6261",414149,"ENSG00000176244","ACBD7","ENST00000496890"
"6262",89122,"ENSG00000146833","TRIM4","ENST00000496896"
"6263",54998,"ENSG00000175756","AURKAIP1","ENST00000496905"
"6264",9827,"ENSG00000107185","RGP1","ENST00000496906"
"6265",51010,"ENSG00000107371","EXOSC3","ENST00000496910"
"6266",84759,"ENSG00000115289","PCGF1","ENST00000496911"
"6267",8021,"ENSG00000126883","NUP214","ENST00000496921"
"6268",7881,"ENSG00000169282","KCNAB1","ENST00000496923"
"6269",1741,"ENSG00000082458","DLG3","ENST00000496931"
"6270",64834,"ENSG00000066322","ELOVL1","ENST00000496932"
"6271",154007,"ENSG00000168566","SNRNP48","ENST00000496946"
"6272",56776,"ENSG00000155816","FMN2","ENST00000496950"
"6273",2677,"ENSG00000115486","GGCX","ENST00000496962"
"6274",51454,"ENSG00000144366","GULP1","ENST00000496976"
"6275",55289,"ENSG00000153093","ACOXL","ENST00000496981"
"6276",200895,"ENSG00000178700","DHFR2","ENST00000496983"
"6277",57217,"ENSG00000068724","TTC7A","ENST00000496991"
"6278",57467,"ENSG00000010282","HHATL","ENST00000497000"
"6279",8891,"ENSG00000070785","EIF2B3","ENST00000497010"
"6280",81669,"ENSG00000221978","CCNL2","ENST00000497013"
"6281",23352,"ENSG00000127481","UBR4","ENST00000497018"
"6282",23080,"ENSG00000105778","AVL9","ENST00000497020"
"6283",9559,"ENSG00000122958","VPS26A","ENST00000497022"
"6284",2271,"ENSG00000091483","FH","ENST00000497042"
"6285",3911,"ENSG00000130702","LAMA5","ENST00000497053"
"6286",716,"ENSG00000182326","C1S","ENST00000497061"
"6287",23099,"ENSG00000169155","ZBTB43","ENST00000497064"
"6288",55793,"ENSG00000143409","MINDY1","ENST00000497067"
"6289",11243,"ENSG00000160783","PMF1","ENST00000497069"
"6290",114904,"ENSG00000133466","C1QTNF6","ENST00000497071"
"6291",9647,"ENSG00000100034","PPM1F","ENST00000497072"
"6292",22930,"ENSG00000115839","RAB3GAP1","ENST00000497080"
"6293",7871,"ENSG00000163681","SLMAP","ENST00000497084"
"6294",9479,"ENSG00000121653","MAPK8IP1","ENST00000497090"
"6295",54994,"ENSG00000101193","GID8","ENST00000497101"
"6296",9270,"ENSG00000119185","ITGB1BP1","ENST00000497105"
"6297",64853,"ENSG00000186063","AIDA","ENST00000497112"
"6298",10063,"ENSG00000138495","COX17","ENST00000497116"
"6299",7791,"ENSG00000159840","ZYX","ENST00000497119"
"6300",80339,"ENSG00000100344","PNPLA3","ENST00000497129"
"6301",79758,"ENSG00000102796","DHRS12","ENST00000497151"
"6302",80325,"ENSG00000114626","ABTB1","ENST00000497162"
"6303",166968,"ENSG00000155545","MIER3","ENST00000497185"
"6304",114793,"ENSG00000157827","FMNL2","ENST00000497192"
"6305",84168,"ENSG00000169604","ANTXR1","ENST00000497197"
"6306",148523,"ENSG00000159208","CIART","ENST00000497211"
"6307",285193,"ENSG00000188542","DUSP28","ENST00000497221"
"6308",4330,"ENSG00000169184","MN1","ENST00000497225"
"6309",27095,"ENSG00000054116","TRAPPC3","ENST00000497251"
"6310",6832,"ENSG00000156502","SUPV3L1","ENST00000497254"
"6311",27303,"ENSG00000144642","RBMS3","ENST00000497274"
"6312",1942,"ENSG00000169242","EFNA1","ENST00000497282"
"6313",8202,"ENSG00000124151","NCOA3","ENST00000497292"
"6314",2,"ENSG00000175899","A2M","ENST00000497324"
"6315",4967,"ENSG00000105953","OGDH","ENST00000497326"
"6316",9453,"ENSG00000152904","GGPS1","ENST00000497327"
"6317",375298,"ENSG00000188452","CERKL","ENST00000497337"
"6318",9681,"ENSG00000100150","DEPDC5","ENST00000497340"
"6319",728239,"ENSG00000154545","MAGED4","ENST00000497348"
"6320",26354,"ENSG00000163938","GNL3","ENST00000497356"
"6321",150468,"ENSG00000169607","CKAP2L","ENST00000497357"
"6322",1355,"ENSG00000014919","COX15","ENST00000497381"
"6323",5738,"ENSG00000134247","PTGFRN","ENST00000497385"
"6324",2960,"ENSG00000153767","GTF2E1","ENST00000497393"
"6325",93134,"ENSG00000171469","ZNF561","ENST00000497409"
"6326",374969,"ENSG00000177868","SVBP","ENST00000497437"
"6327",55585,"ENSG00000160714","UBE2Q1","ENST00000497453"
"6328",64598,"ENSG00000106330","MOSPD3","ENST00000497456"
"6329",10806,"ENSG00000054282","SDCCAG8","ENST00000497459"
"6330",8505,"ENSG00000227345","PARG","ENST00000497481"
"6331",51078,"ENSG00000176946","THAP4","ENST00000497486"
"6332",8706,"ENSG00000169255","B3GALNT1","ENST00000497487"
"6333",54556,"ENSG00000071243","ING3","ENST00000497502"
"6334",9620,"ENSG00000075275","CELSR1","ENST00000497509"
"6335",59345,"ENSG00000114450","GNB4","ENST00000497513"
"6336",4705,"ENSG00000130414","NDUFA10","ENST00000497536"
"6337",51251,"ENSG00000122643","NT5C3A","ENST00000497542"
"6338",541578,"ENSG00000197021","EOLA2","ENST00000497550"
"6339",10102,"ENSG00000123297","TSFM","ENST00000497617"
"6340",151556,"ENSG00000163328","GPR155","ENST00000497620"
"6341",10447,"ENSG00000196937","FAM3C","ENST00000497622"
"6342",1780,"ENSG00000158560","DYNC1I1","ENST00000497626"
"6343",158326,"ENSG00000164946","FREM1","ENST00000497634"
"6344",80737,"ENSG00000204396","VWA7","ENST00000497645"
"6345",2202,"ENSG00000115380","EFEMP1","ENST00000497698"
"6346",80237,"ENSG00000128886","ELL3","ENST00000497700"
"6347",10352,"ENSG00000116874","WARS2","ENST00000497761"
"6348",5987,"ENSG00000229006","TRIM27","ENST00000497776"
"6349",6988,"ENSG00000145022","TCTA","ENST00000497786"
"6350",10468,"ENSG00000134363","FST","ENST00000497789"
"6351",55558,"ENSG00000130827","PLXNA3","ENST00000497802"
"6352",7476,"ENSG00000154764","WNT7A","ENST00000497808"
"6353",606495,"ENSG00000215883","CYB5RL","ENST00000497820"
"6354",64320,"ENSG00000163481","RNF25","ENST00000497832"
"6355",91647,"ENSG00000171953","ATPAF2","ENST00000497871"
"6356",57211,"ENSG00000112414","ADGRG6","ENST00000497898"
"6357",10865,"ENSG00000196843","ARID5A","ENST00000497920"
"6358",56181,"ENSG00000117640","MTFR1L","ENST00000497956"
"6359",8872,"ENSG00000151465","CDC123","ENST00000497963"
"6360",340481,"ENSG00000175893","ZDHHC21","ENST00000497966"
"6361",23386,"ENSG00000015676","NUDCD3","ENST00000497978"
"6362",55577,"ENSG00000124357","NAGK","ENST00000498022"
"6363",3631,"ENSG00000040933","INPP4A","ENST00000498026"
"6364",130355,"ENSG00000186132","C2orf76","ENST00000498049"
"6365",7780,"ENSG00000158014","SLC30A2","ENST00000498060"
"6366",7433,"ENSG00000114812","VIPR1","ENST00000498102"
"6367",9311,"ENSG00000213199","ASIC3","ENST00000498105"
"6368",84725,"ENSG00000106086","PLEKHA8","ENST00000498106"
"6369",55135,"ENSG00000141499","WRAP53","ENST00000498114"
"6370",5609,"ENSG00000076984","MAP2K7","ENST00000498118"
"6371",285025,"ENSG00000163492","CCDC141","ENST00000498142"
"6372",1952,"ENSG00000143126","CELSR2","ENST00000498157"
"6373",84299,"ENSG00000141741","MIEN1","ENST00000498164"
"6374",3185,"ENSG00000169813","HNRNPF","ENST00000498176"
"6375",10813,"ENSG00000156697","UTP14A","ENST00000498179"
"6376",29969,"ENSG00000135272","MDFIC","ENST00000498196"
"6377",10042,"ENSG00000100281","HMGXB4","ENST00000498212"
"6378",158,"ENSG00000239900","ADSL","ENST00000498234"
"6379",10380,"ENSG00000162813","BPNT1","ENST00000498237"
"6380",9617,"ENSG00000120662","MTRF1","ENST00000498245"
"6381",2803,"ENSG00000144674","GOLGA4","ENST00000498250"
"6382",9019,"ENSG00000197965","MPZL1","ENST00000498279"
"6383",54784,"ENSG00000160993","ALKBH4","ENST00000498283"
"6384",9586,"ENSG00000146592","CREB5","ENST00000498316"
"6385",53344,"ENSG00000204116","CHIC1","ENST00000498318"
"6386",3667,"ENSG00000169047","IRS1","ENST00000498335"
"6387",1025,"ENSG00000136807","CDK9","ENST00000498339"
"6388",27250,"ENSG00000150593","PDCD4","ENST00000498367"
"6389",63891,"ENSG00000164068","RNF123","ENST00000498376"
"6390",163049,"ENSG00000173875","ZNF791","ENST00000498389"
"6391",81624,"ENSG00000139734","DIAPH3","ENST00000498416"
"6392",54955,"ENSG00000116922","AIRIM","ENST00000498448"
"6393",1839,"ENSG00000113070","HBEGF","ENST00000498452"
"6394",80727,"ENSG00000136295","TTYH3","ENST00000498454"
"6395",2159,"ENSG00000126218","F10","ENST00000498455"
"6396",9025,"ENSG00000112130","RNF8","ENST00000498460"
"6397",131076,"ENSG00000160124","MIX23","ENST00000498466"
"6398",54756,"ENSG00000144730","IL17RD","ENST00000498471"
"6399",8226,"ENSG00000130021","PUDP","ENST00000498474"
"6400",80067,"ENSG00000115827","DCAF17","ENST00000498486"
"6401",57678,"ENSG00000119927","GPAM","ENST00000498541"
"6402",7629,"ENSG00000065029","ZNF76","ENST00000498555"
"6403",275,"ENSG00000145020","AMT","ENST00000498571"
"6404",652968,"ENSG00000239282","CASTOR1","ENST00000498572"
"6405",64147,"ENSG00000088727","KIF9","ENST00000498584"
"6406",26121,"ENSG00000105618","PRPF31","ENST00000498612"
"6407",55116,"ENSG00000121775","TMEM39B","ENST00000498613"
"6408",57088,"ENSG00000114698","PLSCR4","ENST00000498625"
"6409",114781,"ENSG00000183826","BTBD9","ENST00000498633"
"6410",7531,"ENSG00000108953","YWHAE","ENST00000498643"
"6411",8216,"ENSG00000099949","LZTR1","ENST00000498649"
"6412",2395,"ENSG00000165060","FXN","ENST00000498653"
"6413",533,"ENSG00000117410","ATP6V0B","ENST00000498664"
"6414",84908,"ENSG00000035141","FAM136A","ENST00000498665"
"6415",1944,"ENSG00000143590","EFNA3","ENST00000498667"
"6416",3155,"ENSG00000117305","HMGCL","ENST00000498698"
"6417",1876,"ENSG00000169016","E2F6","ENST00000498701"
"6418",1213,"ENSG00000141367","CLTC","ENST00000498711"
"6419",285195,"ENSG00000181804","SLC9A9","ENST00000498717"
"6420",10926,"ENSG00000006634","DBF4","ENST00000498726"
"6421",81573,"ENSG00000118454","ANKRD13C","ENST00000498735"
"6422",93973,"ENSG00000113812","ACTR8","ENST00000498740"
"6423",340348,"ENSG00000158457","TSPAN33","ENST00000498745"
"6424",6697,"ENSG00000116096","SPR","ENST00000498749"
"6425",128239,"ENSG00000183856","IQGAP3","ENST00000498755"
"6426",10311,"ENSG00000157538","VPS26C","ENST00000498789"
"6427",8560,"ENSG00000143753","DEGS1","ENST00000498813"
"6428",29927,"ENSG00000058262","SEC61A1","ENST00000498837"
"6429",130497,"ENSG00000143867","OSR1","ENST00000498844"
"6430",1050,"ENSG00000245848","CEBPA","ENST00000498907"
"6431",55743,"ENSG00000072609","CHFR","ENST00000499045"
"6432",284338,"ENSG00000188368","PRR19","ENST00000499536"
"6433",7029,"ENSG00000114126","TFDP2","ENST00000499676"
"6434",80306,"ENSG00000118579","MED28","ENST00000499786"
"6435",92610,"ENSG00000145365","TIFA","ENST00000500655"
"6436",85364,"ENSG00000247315","ZCCHC3","ENST00000500893"
"6437",55766,"ENSG00000246705","H2AJ","ENST00000501744"
"6438",9831,"ENSG00000183309","ZNF623","ENST00000501748"
"6439",286059,"ENSG00000246130","","ENST00000501897"
"6440",115123,"ENSG00000173926","MARCHF3","ENST00000502289"
"6441",255520,"ENSG00000179387","ELMOD2","ENST00000502290"
"6442",9043,"ENSG00000008294","SPAG9","ENST00000502329"
"6443",10112,"ENSG00000112984","KIF20A","ENST00000502338"
"6444",11119,"ENSG00000026950","BTN3A1","ENST00000502361"
"6445",5311,"ENSG00000118762","PKD2","ENST00000502363"
"6446",324,"ENSG00000134982","APC","ENST00000502371"
"6447",128,"ENSG00000197894","ADH5","ENST00000502386"
"6448",51166,"ENSG00000109576","AADAT","ENST00000502392"
"6449",9782,"ENSG00000280987","","ENST00000502394"
"6450",79441,"ENSG00000214367","HAUS3","ENST00000502440"
"6451",55212,"ENSG00000138686","BBS7","ENST00000502444"
"6452",10923,"ENSG00000113387","SUB1","ENST00000502453"
"6453",51421,"ENSG00000114019","AMOTL2","ENST00000502491"
"6454",83463,"ENSG00000213347","MXD3","ENST00000502529"
"6455",60592,"ENSG00000153130","SCOC","ENST00000502535"
"6456",51426,"ENSG00000122008","POLK","ENST00000502567"
"6457",84068,"ENSG00000120519","SLC10A7","ENST00000502607"
"6458",79770,"ENSG00000113621","TXNDC15","ENST00000502625"
"6459",23600,"ENSG00000242110","AMACR","ENST00000502637"
"6460",285440,"ENSG00000145476","CYP4V2","ENST00000502665"
"6461",3570,"ENSG00000160712","IL6R","ENST00000502679"
"6462",55534,"ENSG00000196782","MAML3","ENST00000502696"
"6463",63971,"ENSG00000137177","KIF13A","ENST00000502704"
"6464",23001,"ENSG00000163625","WDFY3","ENST00000502713"
"6465",100874362,"ENSG00000230148","HOXB-AS1","ENST00000502764"
"6466",51177,"ENSG00000023902","PLEKHO1","ENST00000502767"
"6467",81579,"ENSG00000123739","PLA2G12A","ENST00000502772"
"6468",84448,"ENSG00000163995","ABLIM2","ENST00000502800"
"6469",55345,"ENSG00000138658","ZGRF1","ENST00000502805"
"6470",10393,"ENSG00000164162","ANAPC10","ENST00000502847"
"6471",22885,"ENSG00000173210","ABLIM3","ENST00000502855"
"6472",376940,"ENSG00000188177","ZC3H6","ENST00000502881"
"6473",11174,"ENSG00000049192","ADAMTS6","ENST00000502886"
"6474",25854,"ENSG00000109794","FAM149A","ENST00000502894"
"6475",64116,"ENSG00000138821","SLC39A8","ENST00000502903"
"6476",8611,"ENSG00000067113","PLPP1","ENST00000502907"
"6477",51191,"ENSG00000138646","HERC5","ENST00000502913"
"6478",55602,"ENSG00000168564","CDKN2AIP","ENST00000502924"
"6479",4695,"ENSG00000131495","NDUFA2","ENST00000502960"
"6480",1831,"ENSG00000157514","TSC22D3","ENST00000502961"
"6481",7222,"ENSG00000138741","TRPC3","ENST00000502968"
"6482",92345,"ENSG00000145414","NAF1","ENST00000502973"
"6483",152687,"ENSG00000272602","ZNF595","ENST00000502981"
"6484",79642,"ENSG00000180801","ARSJ","ENST00000503013"
"6485",153733,"ENSG00000164221","CCDC112","ENST00000503027"
"6486",8492,"ENSG00000164099","PRSS12","ENST00000503043"
