"","ENTREZID","SYMBOL","NR_PROB","ESR_PROB","EAR_PROB","LR_PROB","DNR.3H.P.PRIOR","DOX.3H.P.PRIOR","EPI.3H.P.PRIOR","MTX.3H.P.PRIOR","TRZ.3H.P.PRIOR","DNR.24H.P.PRIOR","DOX.24H.P.PRIOR","EPI.24H.P.PRIOR","MTX.24H.P.PRIOR","TRZ.24H.P.PRIOR","MOTIF"
"25",90874,"ZNF697",2.0252731438125e-05,0.0066991739595794,0.993280504018123,6.92908600756974e-08,0.999939252273593,0.994179522429016,0.99993726798848,0.998491725834776,0.0251989322408157,0.0074092349893065,0.00808991213354683,0.00689126784534197,0.00444386949096249,0.0209721797826243,"EAR"
"26",56957,"OTUD7B",0.00350895032888297,0.27757496312207,0.717746645544704,0.00116944100434248,0.995344237397246,0.887047666472834,0.994606363773747,0.994718708570322,0.02419213338161,0.284979137723068,0.27657482544106,0.277352311188728,0.352045539639521,0.0197519660313481,"EAR"
"27",148523,"CIART",0.00683938632872192,0.0203477133574327,0.972739840397615,7.30599162304716e-05,0.99302330792615,0.9849608785435,0.992708027009381,0.979384641015165,0.0315847541539668,0.025889755746032,0.0201747645241149,0.0210033390565156,0.00444943436244815,0.0198370764901156,"EAR"
"28",23248,"RPRD2",0.00787060922877021,0.227327446416853,0.763567012144479,0.00123493220989852,0.99044547199401,0.97108108413708,0.990546290772825,0.989258319664976,0.0270085297902665,0.229990398902299,0.230452934611601,0.228718054765396,0.0109289312012064,0.0198220101168279,"EAR"
"29",8394,"PIP5K1A",0.498966138886218,0.000410718987863749,0.50040623656399,0.00021690556192826,0.501961486450551,0.479330614321826,0.50119695342011,0.458741108687868,0.0140086446400954,0.000907642183581935,0.000762975556682116,0.000825252068572806,0.00780820322693783,0.0103348373064666,"EAR"
"30",57459,"GATAD2B",6.63004064257783e-05,0.00166872942471343,0.998264914093082,5.60757791702976e-08,0.999883768075081,0.995714678362887,0.999918723552819,0.987334647885354,0.0274253469812766,0.002190029211166,0.001935886557466,0.00234421773004935,0.00567823590339421,0.0206397995462277,"EAR"
"31",55870,"ASH1L",0.0587091282130737,0.00130641369316772,0.939943819246533,4.06388472258355e-05,0.940741228862633,0.915020410509417,0.9413497475361,0.927109310271202,0.0266275446221212,0.00181795096869259,0.00156666141591303,0.00200413179243713,0.00422415053571078,0.0185451187539759,"EAR"
"32",9462,"RASAL2",4.77253211101384e-09,0.0034448977984036,0.99655509741485,1.42140133828727e-11,0.99999863928819,0.981579558776995,0.999989972099839,0.999997278948996,0.0257500514916217,0.00498421945604539,0.00371837163157852,0.00381195690766565,0.00423970737277212,0.0193272588560965,"EAR"
"33",27,"ABL2",0.00381897754428801,0.12683908660452,0.869025442610193,0.000316493240999026,0.996026349072032,0.966891891828813,0.995672254279535,0.97364311787325,0.026160353012636,0.14758814184368,0.126598408887435,0.124202895293743,0.025657617489553,0.0192957593480615,"EAR"
"34",23179,"RGL1",1.75461089646182e-05,0.0644972191379466,0.935484515093527,7.19659562281554e-07,0.999978846289413,0.93125728864819,0.999869387068309,0.999717906847943,0.0248486094193071,0.0671261871701051,0.0672122962930568,0.0633510080169397,0.00892010307581372,0.0194343672747142,"EAR"
"35",6045,"RNF2",0.111324474830157,0.0350500204789456,0.850820072594321,0.00280543209657598,0.88651845934003,0.756111252389429,0.886187248589145,0.863471889851339,0.024142666272939,0.0401142284890988,0.0377373124967297,0.0395040073328217,0.0232549153785192,0.0179477212753762,"EAR"
"36",134,"ADORA1",0.000465076434792635,0.0163371011831678,0.983192959043885,4.86333815456366e-06,0.999650564505653,0.965431665985391,0.999247308744977,0.98896143379677,0.0261412096675562,0.0179443975028151,0.0169328669025789,0.0169644480047488,0.0138391158047421,0.0196266555469936,"EAR"
"37",9877,"ZC3H11A",0.239105310085758,0.00109109721411274,0.759617010865125,0.000186581835004061,0.761354677216505,0.650262631604841,0.760803799455124,0.74959098731742,0.0198160217440618,0.00173557906779192,0.00147047285529334,0.00177169202935717,0.00327359847731039,0.0158677538481409,"EAR"
"38",4194,"MDM4",0.163907941594306,0.00246131100899263,0.833376422009715,0.000254325386985846,0.835547253888226,0.757966420679312,0.835939787954865,0.829672568234696,0.0212950244915623,0.00409392590193333,0.00296251968252798,0.00296116161618574,0.00404571481125125,0.0172522567043034,"EAR"
"39",8444,"DYRK3",0.00309856614279952,0.256295241528515,0.739903964759759,0.000702227568926794,0.996087712755987,0.834719066458137,0.995520191604931,0.996177691516085,0.0253639528627646,0.266047271719328,0.259477686847888,0.250085187115502,0.0706983613280641,0.0198623538987252,"EAR"
"40",55432,"YOD1",0.36257947932849,0.00073889257647259,0.636477858744407,0.000203769350630265,0.635672449623808,0.635729998129139,0.628982212600244,0.636148031250011,0.0169431392878339,0.00129715244138506,0.00117373342120823,0.00118369399707429,0.00296925871352176,0.0135949755979956,"EAR"
"41",148304,"C1orf74",0.0212936530712048,0.294672372966309,0.679003391721799,0.00503058224068646,0.973924310377857,0.945397946319601,0.971956674305315,0.969982756785654,0.024595819418561,0.305811597267144,0.300465961602873,0.297408115841729,0.0240845514550746,0.0236369482126976,"EAR"
"42",5629,"PROX1",0.000378768936190429,0.00178991270945732,0.997830966519186,3.51835166365536e-07,0.999546010172714,0.938441377786455,0.999292547062268,0.999454977357163,0.0252295873869664,0.002269024922877,0.00201240999437341,0.00272509057423119,0.0039756960718432,0.0193494403464224,"EAR"
"43",55105,"GPATCH2",0.0354523507148647,0.145495870086913,0.815542909040707,0.00350887015751567,0.961290161319138,0.917788127735071,0.960943157270522,0.938091689661636,0.0237731638829255,0.150952537108201,0.149053480757569,0.151241786568721,0.0187532820268825,0.0186503461727086,"EAR"
"44",65094,"JMJD4",0.0276822553609619,0.0318977076968408,0.939837750531256,0.000582286410941227,0.973780271953301,0.818975584063452,0.968226684867505,0.968795594094327,0.0294077547024146,0.035071542692535,0.0343997792324407,0.0317740781316037,0.0191734673210957,0.019768767667568,"EAR"
"45",79169,"C1orf35",0.000821469230087716,0.190292792903588,0.808744299377309,0.000141438489014402,0.998479333841598,0.944670753701782,0.999044566086786,0.998175273386571,0.0261738866390489,0.194994891953293,0.191353689745143,0.187125216956384,0.220628932786269,0.0229847363472522,"EAR"
"46",1122,"CHML",0.272884248725644,0.00429984640803376,0.721890696866884,0.000925207999438807,0.725688786115106,0.593875594461933,0.725370896998067,0.726527284548295,0.018573484126024,0.00615842944207472,0.0058734258159957,0.00537875731007264,0.00424175479700351,0.0143761307000522,"EAR"
"47",9859,"CEP170",6.06609631429993e-05,0.310492805097209,0.689430567824548,1.59661150998833e-05,0.999916397642775,0.930657950939941,0.999787412331763,0.999579782073366,0.024170122692408,0.315270163106661,0.309269084388714,0.311989852862554,0.018036368409572,0.0194971671420468,"EAR"
